Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
St. Lucia,LCA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.874926551,4.914109285,4.959963957,5.004807449,5.050626326,5.09297725,5.129007343,5.165566753,5.203797082,5.236540675,5.272417549,5.311309933,5.345169259,5.374597195,5.404262442,5.425386814,5.436595861,5.45691906,5.482870693,5.502917534,5.516394232,5.548189538,5.603525186,5.669245677,5.748377989,5.840684408,5.935500794,6.026503392,6.116194935,6.202522775,6.279243611,6.341799997,6.446638293,6.605113636,6.772219091,6.951220302,7.141482935,7.33457027,7.532917533,7.727863282,7.916919759,8.053720204,8.101395906,8.114430854,8.136993249,8.187088875,8.261025243,8.34461144,8.439675688,8.554648499,8.663438539,8.751571471,8.846346563,8.950615516,9.059570952,9.174582304,9.29377671,9.430395369,9.592734418,9.775948179,9.989381823,10.18117879,
Latin America & Caribbean,LCN,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.498438916,3.519855026,3.552425222,3.592197419,3.634131337,3.67859922,3.726037347,3.774914902,3.823755332,3.870702124,3.915008459,3.966535581,4.027875228,4.091118064,4.156213669,4.225129413,4.295814556,4.366200639,4.434766761,4.498746312,4.552521011,4.59677178,4.638014287,4.678909882,4.723427497,4.774300058,4.833450681,4.902027026,4.977894525,5.060816188,5.148858031,5.242055665,5.341159845,5.445634459,5.555588542,5.66724593,5.779369604,5.892223442,6.004324705,6.115811066,6.229931813,6.350386638,6.476567607,6.604515724,6.734936664,6.870333359,7.009671657,7.150330727,7.29420966,7.442237918,7.587079119,7.74302017,7.915670752,8.102087824,8.303916067,8.520843928,8.746148492,8.98146439,9.231041955,9.491037738,9.742389031,9.976347806,
Least developed countries: UN classification,LDC,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.24784455,3.2442764,3.24216512,3.24119935,3.242075176,3.244355083,3.248191769,3.25446081,3.262268758,3.270396573,3.277546849,3.271691347,3.267663321,3.278084921,3.288701743,3.295383737,3.304496988,3.318865497,3.331868438,3.343124601,3.355040043,3.366871805,3.374679003,3.376316814,3.375909364,3.377454088,3.379231065,3.382879887,3.381988859,3.374664985,3.36851114,3.363699857,3.357943753,3.349639,3.33902245,3.331196513,3.327160984,3.327692777,3.335480223,3.350045448,3.368055409,3.384876886,3.400304049,3.414708266,3.428001378,3.440650679,3.45399318,3.467454265,3.479622488,3.493815815,3.513354134,3.537222418,3.564596967,3.592241944,3.620414595,3.656146893,3.700513612,3.751946123,3.81095977,3.87649833,3.936420284,3.984530477,
Low income,LIC,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.247329153,3.247514548,3.24655596,3.244625894,3.243264716,3.242557038,3.241900059,3.24236001,3.24467851,3.247876255,3.251091741,3.255791834,3.261346982,3.267415702,3.273387284,3.278338698,3.284585784,3.29072804,3.296107957,3.303385144,3.311425319,3.321093714,3.330010489,3.333195787,3.335465815,3.340958542,3.349205715,3.363577251,3.373191908,3.377274131,3.386264376,3.393070939,3.392804447,3.391505397,3.389905771,3.384666322,3.378733693,3.375735331,3.374976072,3.378018167,3.387165777,3.397476582,3.404780405,3.411421543,3.419150079,3.425853394,3.431304471,3.436713416,3.438897481,3.439949553,3.444003225,3.450681907,3.457766594,3.460813766,3.463091252,3.472352823,3.480464208,3.485528053,3.498060935,3.518018663,3.533784865,3.53717249,
Liechtenstein,LIE,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,8.730910382,8.819947811,8.762067007,8.690092294,8.700853771,8.706983671,8.79829442,8.844261879,8.845014808,8.970227502,9.080654258,9.189039579,9.249341926,9.349212721,9.581415735,9.806284976,9.937362451,10.09082576,10.25599017,10.40576443,10.56282204,10.51046352,10.35787361,10.30794412,10.30908476,10.43056173,10.69223744,10.98984223,11.24533665,11.56393454,11.88707281,12.06773193,12.19987239,12.2345001,12.22128048,12.17609094,12.07714195,12.01743462,12.08858624,12.22719304,12.27003012,12.2909477,12.4050263,12.57171003,12.7762292,13.07295673,13.40643192,13.78090881,14.20722354,14.70050424,15.09745623,15.52110674,16.0533666,16.56667832,17.03349538,17.44232352,17.87881987,18.35841242,18.86576483,19.31580713,19.73276679,20.10565884,
Sri Lanka,LKA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.192528921,4.072297242,3.974098457,3.894405806,3.835173898,3.799075002,3.785712637,3.79218725,3.813513379,3.845152504,3.891768418,3.953780652,4.020938506,4.08963528,4.163455142,4.241601945,4.321610786,4.400747714,4.483922477,4.576054234,4.675432151,4.780975176,4.893238252,5.015815658,5.15162211,5.29739993,5.451350853,5.614845887,5.786521063,5.958439691,6.131836833,6.311008238,6.491876219,6.673997643,6.852932024,7.026276459,7.195139167,7.360032812,7.52159227,7.681517284,7.79762458,7.850099891,7.88846113,7.927253888,7.959437848,7.990858949,8.027682353,8.11044468,8.217523172,8.332578184,8.463112629,8.604525872,8.872056583,9.268248823,9.697358502,10.1412439,10.57621468,11.02384156,11.48910099,11.94422652,12.3749338,12.79722674,
Lower middle income,LMC,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.714802569,3.74422505,3.783890253,3.827496461,3.869649282,3.910753352,3.944055862,3.967380742,3.990227555,4.01253921,4.03312407,4.054381718,4.082671146,4.116855231,4.155334081,4.195895037,4.240126483,4.286261976,4.325662405,4.356186203,4.372225757,4.371694589,4.364745214,4.361916471,4.365488306,4.371233133,4.381767538,4.400530157,4.425440456,4.454598216,4.483575874,4.518979374,4.557634064,4.599637331,4.642681191,4.686426702,4.733601754,4.78266346,4.830641805,4.878011502,4.927856816,4.981307401,5.043481893,5.108483535,5.166530616,5.217501791,5.264554384,5.306754316,5.342856799,5.379036856,5.418186278,5.465541821,5.525776899,5.596870948,5.69086237,5.808364535,5.935838907,6.076324034,6.228468136,6.390458203,6.545093315,6.660232036,
Low & middle income,LMY,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.273545849,4.26791542,4.275257098,4.283052715,4.294711921,4.32141856,4.355384037,4.390946905,4.429783611,4.467131107,4.502672364,4.54293418,4.588953413,4.63873991,4.697972655,4.760175831,4.82050034,4.882510966,4.946711649,5.007903867,5.051957178,5.072559816,5.07922804,5.088533274,5.105619307,5.124199244,5.147632406,5.178574572,5.220486752,5.276715376,5.335943311,5.397347838,5.465645434,5.544339813,5.623024561,5.69917901,5.773093281,5.846455124,5.924593802,6.001151026,6.080691391,6.168998617,6.264902276,6.361874932,6.451223382,6.533973132,6.612775411,6.678061882,6.725564384,6.770346347,6.825211643,6.904209949,7.008451877,7.131856878,7.283552921,7.468956437,7.670926582,7.893525157,8.133494321,8.380098619,8.625626977,8.834675062,
Lesotho,LSO,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,5.171219187,5.122814456,5.085652063,5.055502562,5.030284932,5.005566998,4.977715377,4.958131663,4.944101373,4.923267693,4.895707842,4.86163172,4.823672512,4.785921773,4.747031145,4.711275003,4.685079819,4.668054599,4.658517828,4.654888965,4.656611181,4.665839306,4.680780176,4.695182654,4.707036593,4.715646353,4.717337922,4.725833896,4.74657948,4.767433237,4.788775563,4.810611418,4.833221534,4.859362756,4.890762122,4.924582599,4.958151624,4.998828338,5.049061806,5.102351307,5.152539817,5.195778305,5.229284897,5.251616426,5.259105806,5.243385461,5.188900546,5.117581535,5.037348433,4.957471701,4.903760398,4.869557927,4.859120842,4.880245656,4.937986201,4.978500619,4.990446662,5.014698073,5.051841899,5.10411919,5.154718171,5.175311582,
Late-demographic dividend,LTE,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,5.074854291,5.061858144,5.056146091,5.038335534,5.029847454,5.055194351,5.103499706,5.165933956,5.234467068,5.297667773,5.356518982,5.419929668,5.487467589,5.558041075,5.646306937,5.742776451,5.833975585,5.930649344,6.040235386,6.151812012,6.237146607,6.283663223,6.304871919,6.327951114,6.369089517,6.416832168,6.469956663,6.531730297,6.613796046,6.726707563,6.849979688,6.968627673,7.100327236,7.257145797,7.414559174,7.568306611,7.715078987,7.858870772,8.016122507,8.171314833,8.329735576,8.506735475,8.694579006,8.883621018,9.062445466,9.233531314,9.40058144,9.539053605,9.639453401,9.735450946,9.857314193,10.03177721,10.25582239,10.5201285,10.83808972,11.22476243,11.64585201,12.1083601,12.60524715,13.11531888,13.65625035,14.16764045,
Lithuania,LTU,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,9.472215842,9.705817878,9.915512575,10.13654071,10.41936938,10.76256252,11.09173963,11.36869907,11.61173075,11.82537062,12.04555764,12.28194981,12.50560111,12.71529227,12.92289951,13.10999852,13.26154654,13.38617162,13.46293604,13.48429392,13.42199808,13.27673219,13.0933387,12.896051,12.74731984,12.68768399,12.71794088,12.83520335,13.02966613,13.27113459,13.54354328,13.82876741,14.12422418,14.43248892,14.73092843,15.04175501,15.38426643,15.76066255,16.16216485,16.5667864,17.01466659,17.52201042,18.05273221,18.58972709,19.12307444,19.63162186,20.13345558,20.6383739,21.09834019,21.47130773,21.8317072,22.19209554,22.51073502,22.85045174,23.25031979,23.63304627,23.9667892,24.29184146,24.57954423,24.88515013,25.21127301,25.46890858,
Luxembourg,LUX,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,11.81467376,12.01646604,12.1784887,12.33776541,12.56484585,12.81117219,13.04635449,13.35241505,13.65739189,13.91585291,14.23280852,14.48962074,14.69484209,14.95382707,15.16548543,15.29032186,15.36525875,15.50436411,15.66874176,15.84903829,16.00536315,15.98650114,15.87257928,15.72441316,15.64273168,15.77267872,15.9472587,16.04839855,16.16217855,16.26309877,16.35311329,16.45326635,16.49751039,16.5093895,16.55171063,16.62310709,16.72143014,16.74603324,16.70808841,16.69191565,16.48107964,16.27510929,16.29401523,16.27798079,16.27781332,16.27015236,16.18257174,16.10117849,16.03074824,15.954379,15.86671559,15.78117246,15.72047962,15.71994716,15.76616172,15.80293494,15.79464721,15.79948768,15.84744557,15.91198214,16.01196691,16.18871721,
Latvia,LVA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,12.72670736,12.89804702,13.05540305,13.22349299,13.4689969,13.75315244,14.02559886,14.28301057,14.52507705,14.75018774,14.94939152,15.14456592,15.33527132,15.50196145,15.66140528,15.79878731,15.9130492,16.01475424,16.0829691,16.0861498,15.98156646,15.76771889,15.5048025,15.25741553,15.05127753,14.88772235,14.83173744,14.9170146,15.09923507,15.35522747,15.63737638,15.94094136,16.27802628,16.60117385,16.87445589,17.14220118,17.46728943,17.82609177,18.16844332,18.52147702,18.92942161,19.38926092,19.89569932,20.41819748,20.9355015,21.42356071,21.86189506,22.22646387,22.52051431,22.77617842,22.97815375,23.21182324,23.5113516,23.85679894,24.26932341,24.65293412,24.9977053,25.3490396,25.66182179,26.02765941,26.44287616,26.70791245,
"Macao SAR, China",MAC,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,6.595243052,6.656777511,6.489013709,6.358855624,6.237974988,6.177182117,6.104496179,5.985351235,5.889815628,5.798060059,5.735507186,5.855727613,6.152712154,6.47612802,6.818484043,7.170829453,7.527999268,7.895633954,8.284117187,8.706075274,9.163205686,9.361883177,9.209463586,8.983105238,8.751120363,8.519052409,8.310691549,8.106390647,7.905647929,7.736268327,7.613485074,7.576440901,7.620364092,7.687701461,7.749731431,7.81857852,7.898211356,7.969224055,8.034757602,8.095479686,8.139778476,8.156682936,8.103752656,8.005510008,7.899145399,7.769050447,7.631205619,7.527637442,7.476049943,7.468119671,7.521543213,7.656420868,7.892896459,8.207249409,8.548158607,8.925559733,9.338139223,9.772238411,10.24676841,10.75859105,11.28746222,11.89843572,
St. Martin (French part),MAF,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.788999526,4.703712243,4.705355142,4.658249891,4.69047116,4.797876684,4.81786134,4.675518983,4.633135028,4.756054756,4.81804203,4.81265612,4.866180049,5.01973165,5.105335999,5.03875969,4.910714286,4.661549197,4.338394794,4.061716999,3.728944323,3.306928203,2.920363922,2.644917519,2.449104546,2.326790589,2.24031443,2.203639941,2.224839681,2.280015643,2.394597554,2.527730375,2.655982083,2.8085812,2.965521959,3.134338495,3.309892488,3.500421941,3.712218541,3.862212944,3.934437042,3.971940165,4.010711839,4.065927407,4.14810444,4.226688519,4.316970547,4.456870323,4.629505381,4.869762174,5.18688422,5.581991215,6.029089565,6.475646229,6.90503216,7.360710201,7.89379949,8.490696453,9.190772611,9.970066774,10.74346286,11.54270712,
Morocco,MAR,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.019952261,3.049814071,3.086180673,3.129046562,3.181205873,3.234014003,3.285445011,3.335096757,3.378560336,3.408917168,3.422171997,3.421538108,3.405591844,3.371196464,3.319994788,3.254458301,3.177739191,3.092914109,3.005764961,2.924298785,2.853725191,2.794791682,2.748254191,2.719216225,2.713911702,2.732756766,2.774971087,2.838752836,2.920052664,3.016502337,3.124487797,3.244036432,3.374891819,3.511945366,3.648632278,3.78357462,3.917955172,4.047551903,4.169539899,4.282537886,4.385197082,4.485241897,4.594723033,4.709264185,4.810633486,4.904872308,5.019321507,5.15282072,5.279587615,5.394931309,5.514599844,5.648567582,5.791718253,5.935381545,6.094112702,6.283465121,6.503567463,6.751730695,7.020149056,7.305915716,7.596933767,7.892885753,
Monaco,MCO,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,20.84460162,21.45698657,21.96505653,22.33757807,22.71490315,23.1141046,23.54817119,24.02309233,24.29323455,24.29411087,24.32831303,24.51053654,24.80210106,25.2046848,25.70197539,25.91506462,25.79156381,25.60254822,25.37951828,25.17732962,25.01294487,24.91421905,24.79923778,24.62934947,24.5036191,24.4297857,24.37321382,24.35641653,24.38720797,24.42114599,24.45891531,24.41984112,24.32415617,24.2759901,24.30237209,24.37352752,24.46229199,24.57885982,24.68552513,24.83799352,24.98800528,25.04128509,25.04287649,25.08747587,25.20944863,25.37168518,25.56530749,25.78429268,26.3939951,27.69003557,29.24105828,30.73352171,32.15839123,33.45610634,34.61005246,35.65914251,36.24592899,36.39299992,36.56844836,36.80351518,37.01333192,37.1257485,
Moldova,MDA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,6.551754279,6.542478258,6.587309224,6.689314211,6.850648858,7.061219977,7.303812547,7.548917085,7.776610891,7.984350094,8.170845079,8.332518216,8.473328263,8.617215882,8.781570525,8.973963946,9.188341436,9.403460098,9.59455959,9.730331739,9.788167211,9.77838816,9.743118324,9.722566837,9.750349552,9.841278844,10.02299102,10.27695303,10.54219381,10.81478311,11.06988483,11.26948158,11.47809984,11.71266567,11.88324163,12.00437586,12.07262064,12.10473932,12.16067665,12.24381168,12.34954555,12.44868556,12.50785348,12.49669589,12.5288312,12.62893078,12.74200263,12.85671955,12.88860681,12.80832554,12.67301588,12.57320239,12.54207512,12.70268001,13.1295342,13.66871149,14.20694381,14.71578333,15.19665866,15.69444427,16.1567212,16.51470727,
Madagascar,MDG,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.714258025,3.724907216,3.734035484,3.743354921,3.745877382,3.744403243,3.745724482,3.745919303,3.748037098,3.755539322,3.765409859,3.777890403,3.79145631,3.797395251,3.783610385,3.745809452,3.687602955,3.610450913,3.519888495,3.424868634,3.331051144,3.237544902,3.14386517,3.05473554,2.976952515,2.91249679,2.861335059,2.824227004,2.79789854,2.777055301,2.760320007,2.748435697,2.741007547,2.739067392,2.743428029,2.752750709,2.766910815,2.785403691,2.805887386,2.824538161,2.839860216,2.853125086,2.864602203,2.873880806,2.881057549,2.885075527,2.886175143,2.886764482,2.887247715,2.888821957,2.892616386,2.901178693,2.915125685,2.93910622,2.99791895,3.081438292,3.164506245,3.24787569,3.330731473,3.415640484,3.494168967,3.557286427,
Maldives,MDV,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.438936349,2.409483615,2.380600829,2.346474769,2.307362095,2.124198245,1.799122816,1.572121933,1.525702651,1.566249842,1.608597859,1.649890517,1.693771398,1.734713437,1.777729559,1.831108575,1.90046367,1.976718802,2.008858389,2.004992564,2.007514484,2.009867989,2.009662891,2.007395045,2.005361377,2.032952432,2.083688608,2.126294612,2.159805816,2.190116691,2.231762439,2.286589462,2.341970171,2.394326432,2.451167349,2.53020196,2.636504605,2.764984039,2.907815344,3.066179806,3.23736662,3.411785448,3.5980535,3.793264148,3.988844785,4.179016005,4.327931426,4.416026781,4.472580857,4.514195138,4.541410235,4.555498536,4.560079326,4.564049113,4.56512375,4.563738083,4.565439261,4.572013402,4.592998796,4.653003514,4.777144803,4.958748828,
Middle East & North Africa,MEA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.030340242,4.051016015,4.084648212,4.113546801,4.136828526,4.154732711,4.162088063,4.161287736,4.157767311,4.15245531,4.145780154,4.139652994,4.133724081,4.127178102,4.116737676,4.106801352,4.101168538,4.087544333,4.060218384,4.031446983,4.004236977,3.968917243,3.932312616,3.906066412,3.889446084,3.882165689,3.884026276,3.896331914,3.916635751,3.940199698,3.952139976,3.982210981,4.016029536,4.062623634,4.114123005,4.163150176,4.2274092,4.305867776,4.371761281,4.423946678,4.472419377,4.517315269,4.564820745,4.60713484,4.637217695,4.654664281,4.660626761,4.664455037,4.67193032,4.6888524,4.72346092,4.78814035,4.872296441,4.96220619,5.057524795,5.163861859,5.286482726,5.419859275,5.557800264,5.700828525,5.849833835,5.990220781,
Mexico,MEX,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.029888629,3.007257048,3.003456123,3.01095904,3.025707866,3.049832229,3.080409419,3.11092904,3.139328738,3.165397082,3.190818589,3.243971712,3.324192976,3.404526413,3.482970893,3.558409272,3.628835722,3.69071186,3.743226315,3.790438582,3.827547718,3.851779269,3.87451619,3.901785548,3.935460925,3.978933021,4.033116053,4.095363556,4.159972957,4.226840084,4.294591363,4.364182904,4.438967006,4.518038505,4.601410957,4.690814283,4.788640239,4.894361742,5.004987777,5.119467399,5.235657254,5.364086206,5.504434544,5.643337733,5.777737948,5.907005268,6.033188077,6.155833122,6.277867302,6.399995745,6.512758805,6.644962739,6.810235766,6.987328579,7.178409961,7.389813445,7.617049072,7.855089375,8.110758096,8.346269298,8.53239859,8.712048692,
Marshall Islands,MHL,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,5.461456388,5.432465603,5.38192274,5.372575089,5.395935529,5.42049749,5.425427606,5.224348917,4.644008931,3.938075862,3.47984534,3.466323466,3.711580967,3.990277496,4.055115019,3.907139064,3.777110199,3.641833304,3.528446389,3.442465889,3.355768924,3.290524763,3.244489096,3.211048279,3.183582008,3.137893879,3.097345133,3.071979747,3.040905462,3.007981756,2.973870041,2.933868085,2.883567935,2.816488191,2.729405953,2.649100439,2.562826078,2.440793601,2.307707163,2.240997864,2.252891842,2.289917948,2.335084647,2.368713401,2.359281663,2.31939307,2.292111882,2.274236073,2.248581547,2.213133552,2.154601792,2.12366424,2.178225601,2.295867439,2.461782404,2.627431463,2.7701242,2.936197917,3.15220053,3.445435827,3.823591773,4.227543454,
Middle income,MIC,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.339325683,4.334332769,4.342926002,4.351779703,4.364812055,4.393954903,4.430840362,4.46946138,4.511489393,4.551804935,4.590171171,4.633509838,4.682996714,4.736529245,4.800321338,4.867503083,4.932673333,4.999713482,5.069510613,5.136111929,5.183395364,5.204847113,5.211928821,5.222633392,5.241838049,5.262383557,5.287801042,5.320836052,5.366066044,5.427389093,5.49153568,5.558395102,5.634140201,5.721836633,5.809458682,5.894710877,5.977865478,6.060122023,6.147446688,6.233149865,6.321570829,6.419661391,6.527405658,6.636981082,6.738142165,6.832669492,6.923916776,7.000825837,7.058298807,7.112917217,7.178504388,7.270561929,7.390277802,7.530892271,7.703276924,7.913649606,8.144153827,8.399135438,8.674079855,8.957454589,9.241415502,9.487014924,
North Macedonia,MKD,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,5.656456335,5.606303095,5.590617041,5.589842651,5.594351718,5.621532828,5.66728276,5.716888846,5.757044839,5.791863045,5.838036718,5.921290849,6.048021885,6.211776963,6.407624964,6.61613086,6.817323553,6.998973505,7.139384015,7.225565645,7.26228578,7.270885148,7.293011711,7.33632602,7.398881008,7.489253978,7.60139051,7.735455643,7.898411246,8.094238372,8.3232372,8.61827812,8.939318149,9.243879314,9.509306037,9.70309149,9.873138053,10.05684479,10.27257377,10.49670794,10.7018037,10.9071866,11.1237041,11.32749986,11.52727899,11.73679852,11.94512308,12.14340129,12.33433345,12.52160985,12.69829223,12.8847366,13.12548563,13.46915098,13.87369433,14.26495014,14.64852009,15.05582225,15.5118885,15.99186061,16.36605817,16.58946762,
Mali,MLI,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.557418862,2.573971089,2.591750628,2.614370435,2.646991388,2.690189326,2.74187725,2.801470446,2.866877114,2.934906736,3.002259941,3.069434776,3.138794411,3.209352322,3.281590441,3.35572071,3.430000709,3.500058839,3.565260916,3.628050194,3.684751848,3.732681306,3.772122143,3.798354146,3.811385362,3.816658553,3.81651594,3.812454287,3.803153577,3.785905671,3.763715437,3.740330559,3.712408858,3.679564969,3.639746389,3.591868556,3.537944282,3.480881096,3.422207895,3.359830004,3.297232888,3.237227634,3.181096231,3.131007003,3.088124764,3.059649363,3.045966843,3.036789152,3.025757622,3.009516507,2.984340635,2.954339111,2.931337212,2.911554172,2.885912562,2.860957441,2.836853529,2.810566985,2.784917748,2.758072988,2.71376941,2.654367787,
Malta,MLT,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,7.552583171,7.717697894,7.875001795,8.029368117,8.175773885,8.351083104,8.538464284,8.741369899,8.998044494,9.277759755,9.557154938,9.824393573,10.07875935,10.30179654,10.46469626,10.58589475,10.64065377,10.66248964,10.68077211,10.68668704,10.68538282,10.66678698,10.58081867,10.51330351,10.56042591,10.70953913,10.90457167,11.10879214,11.34694058,11.60188377,11.87557707,12.12627126,12.30860964,12.52038398,12.78618513,13.0844907,13.40897914,13.72180691,14.02011258,14.31435073,14.6365261,14.99352716,15.33181789,15.6407972,15.9175425,16.13995185,16.2987071,16.51248755,16.9944393,17.64812639,18.30779414,18.96828083,19.56279433,20.03090978,20.40139054,20.68187854,20.83396674,20.92338817,21.00339337,21.06163717,21.10933117,21.17525117,
Myanmar,MMR,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.885089228,3.917342403,3.948087941,3.978588913,4.0124934,4.051030079,4.093726853,4.140776478,4.190137736,4.236547534,4.277506567,4.315697559,4.35058237,4.384420861,4.419094198,4.451638631,4.48237629,4.50970697,4.534315108,4.563840139,4.600435327,4.643667837,4.69483415,4.744142413,4.784803637,4.821051829,4.855917485,4.888616122,4.920140935,4.957876885,5.003226794,5.056824521,5.118668291,5.18490596,5.251829261,5.316707236,5.383396651,5.450973129,5.515309233,5.574032699,5.625036684,5.670316617,5.710857853,5.74735816,5.77860937,5.805301571,5.829408628,5.852832886,5.86667825,5.887880529,5.92953528,5.979940411,6.038880134,6.113554101,6.235911813,6.399478389,6.574352168,6.760363754,6.963234249,7.180342054,7.401664372,7.605502548,
Middle East & North Africa (excluding high income),MNA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.005954623,4.025466701,4.058080585,4.086101491,4.108426027,4.125738893,4.132839445,4.130882085,4.127783273,4.122606533,4.115304866,4.108385858,4.101425509,4.09188352,4.078738806,4.065556883,4.057054197,4.040534734,4.009494882,3.97748651,3.949332152,3.914641448,3.879550778,3.855872609,3.842136938,3.837199978,3.842826406,3.859153574,3.883237071,3.911029805,3.919096156,3.945335426,3.985168815,4.03653797,4.091480123,4.143595053,4.212845628,4.297537661,4.368893976,4.425035559,4.476814098,4.524808128,4.576390706,4.623197575,4.656293414,4.68242843,4.705846171,4.731078841,4.761912397,4.800640021,4.84921887,4.91823319,5.00360931,5.094168545,5.188264408,5.287616504,5.403743004,5.540516222,5.687530571,5.839609786,5.98915793,6.12511083,
Montenegro,MNE,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,7.596019313,7.652979709,7.741545703,7.851860242,7.963929776,8.059017108,8.132147636,8.176523591,8.196587522,8.207111299,8.219307763,8.270178782,8.379417807,8.52196528,8.688356255,8.870868166,9.069496972,9.282243074,9.483019589,9.648071777,9.771501337,9.84537527,9.861007348,9.837125447,9.82606923,9.84469422,9.872493562,9.904202695,9.95199483,10.00346603,10.07313362,10.22390543,10.45663697,10.77220767,11.09010878,11.40085031,11.70627549,11.97194585,12.24365651,12.48871876,12.72848367,13.02045381,13.34615438,13.68671432,14.05897778,14.41249338,14.65299382,14.79865839,14.92084488,15.00217624,15.01359283,15.08362474,15.27156589,15.52408246,15.88442433,16.32060587,16.70645495,17.08020907,17.49857039,17.94726528,18.36495757,18.70051014,
Mongolia,MNG,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,5.977142602,6.326412315,6.669854858,6.764116832,6.636145238,6.552470837,6.502617657,6.464373011,6.427943044,6.341630621,6.213014098,6.1034343,6.015598518,5.94149531,5.877465216,5.821557386,5.766767876,5.704235343,5.634112394,5.574962723,5.515532881,5.436559491,5.338546777,5.227900515,5.125216758,5.030175752,4.928663219,4.815512839,4.691606266,4.574007495,4.468971425,4.366418954,4.262977786,4.164739175,4.087884175,4.041368215,4.014158543,3.992569365,3.97373462,3.951826566,3.947256518,3.966034805,3.992093523,4.030382788,4.091280719,4.177485197,4.265082554,4.331117145,4.369882854,4.385171959,4.388388574,4.393419581,4.404499492,4.429203613,4.465565713,4.530090731,4.600204144,4.675647051,4.792331265,4.948304009,5.138940944,5.353905144,
Northern Mariana Islands,MNP,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.660983758,2.680965147,2.762730228,2.770780856,2.85047677,2.893575282,2.911608498,2.952479145,2.953423066,2.943882245,2.988088027,3.047775947,3.055305939,3.064707628,3.088504292,3.112546379,3.156973613,3.230494814,3.316243754,3.374370096,3.260934602,3.007000424,2.71505878,2.453024985,2.259013981,2.101894014,1.962070611,1.853009102,1.767084311,1.693233985,1.672020064,1.722223432,1.806482468,1.894243496,1.969483822,1.973020676,1.813257091,1.599236765,1.437882622,1.328094598,1.32102121,1.421475248,1.549505384,1.677542036,1.821945042,1.972442971,2.11743799,2.277287639,2.462646204,2.674730457,2.988780047,3.36,3.69430855,4.091941897,4.564153994,5.089090082,5.695065391,6.387967638,7.181317038,8.064167423,9.028140791,10.06576504,
